talon_4_current,talon_4_voltage,talon_4_value,talon_4_position,talon_5_current,talon_5_voltage,talon_5_value,talon_5_position,talon_2_current,talon_2_voltage,talon_2_value,talon_2_position,talon_3_current,talon_3_voltage,talon_3_value,talon_3_position,solenoid_6_state,solenoid_4_state,doublesolenoid_2-7_state,talon_1_current,talon_1_voltage,talon_1_value,talon_1_position,doublesolenoid_3-0_state,doublesolenoid_5-1_state,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.0,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.0,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.0,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.0,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.0,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.0,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.0,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.0,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.0,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.0,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
0.125,12.450000000000001,0.00390625,11,0.125,12.5,0.0,0,0.0,12.450000000000001,0.00390625,-59,0.0,12.5,0.0,0,false,false,kForward,0.0,12.4,0.0,1765,kReverse,kOff,
